Naam,Prijs,Foto,Review,Kleur
"
Craft Active Extreme X Cn S/S Thermoshirt Heren - Maat XL
",45.0,https://media.s-bol.com/J8vZQJ9z02xl/550x656.jpg,"['Zit goed, niet te heet.', 'Wat ik vooral goed vind: goede pasvorm, goede prijs/kwaliteitverhouding.']",gainsboro
"
BBB Cycling Meshlayer Ondershirt Fietsen - Onderkleding Wielrennen - Korte Mouwen - Wit - Maat XL/XXL - BUW-09
",37.95,https://media.s-bol.com/qLO6J4rBXgj2/ERXxZk/550x711.jpg,[],gainsboro
"
Heatkeeper thermo premium dames shirt 2-pack - Zwart - L
",33.95,https://media.s-bol.com/xjNJJ5AYqXwr/BP6xKn/550x553.jpg,['Niet echt warm'],darkslategray
"
Avento Thermoshirt Lange Mouw - Vrouwen - Wit - Maat 40
",17.7,https://media.s-bol.com/RMVDB4NLQKnR/BLvXGAY/550x628.jpg,"['Goede pasvorm, comfortabel, goed vocht afvoerend, lekker warm. Kleine kolletje is precies goed van hoogte', 'Zit lekker, zacht en warm maar na 1x koud wassen gekrompen, mijn dochter draagt hem nu en ik heb voor mezelf een nieuwe besteld in maatje groter.', 'Héél lekker warm en toch niet dik in stof (materiaal). Zoals steeds zeer snelle levering, goed verpakt en zeer vriendelijke chauffeur !', 'Een maatje groter bestellen. Valt klein. Zit heerlijk. Droogt snel.', 'Goede pasvorm, zit goed en is bovendien warm. Het valt alleen wel klein', 'Shirt besteld om in te hardlopen bij koud weer. Maat L besteld. In het shirt staat ""40"". Nu komt dat redelijk overeen maar toch een beetje vreemd. Shirt is wat krap voor een L/40. Kwaliteit is goed en blijft ook mooi na wassen. Ik heb ook de zwarte versie besteld (ook maat L) en hiervan zijn de mouwen korter?! Al met al, voor de lage prijs, een prima (onder)shirt maar verwacht er niet te veel van.']",gainsboro
"
Campri Thermoshirt lange mouw - Sportshirt - Dames - Maat L - Zwart
",16.99,https://media.s-bol.com/W69584KVkmjJ/550x789.jpg,"['ziet er mooi uit. zit erg lekker.snelle levering.', 'Goede pasvorm, goede prijs/kwaliteitverhouding, goede kwaliteit, ik ben enthousiast!', 'Houd warm en heeft goede pasvorm.', 'Valt niet heel groot, maar fijn thermoshirt om mee te sporten. Warm en neemt vocht op.', 'Goede kwaliteit', 'Ideaal voor lang te sporten of  in de winter bij koude']",black
"
Beeren Heren Thermo Shirt lange mouw Zwart - maat XL
",27.54,https://media.s-bol.com/mYJrQWXJqNwE/550x725.jpg,"['Warm maar niet te warm juist goed.', 'Een comfortabel goed passend T shirt, wat echt direct warm aanvoelde', ""Heel fijne shirts! Lekker warm maar niet benauwd of zweterig. Goede pasvorm: zit enigszins strak om het lichaam maar niet te strak. Prettig zacht en comfortabel materiaal. Bezorging verliep helaas erg moeizaam (dit is een positieve review over de verkoper maar DHL en 'De Buren' pakketautomaat verdienen nog niet 1 ster). Wel goed opgepakt door de klantenservice van de verkoper, dus daar ben ik wel heel tevreden over, bedankt voor de hulp!"", 'Zaten gaten in bij aankomst verder was het product van slechte kwaliteit. Jammer!', 'Zit heerlijk en houdt je goed warm.Goede kwaliteit voor een realistische prijs.', 'Goede kwaliteit, dat is wat ik er goed aan vind.']",black
"
Avento Thermoshirt Korte Mouw - Vrouwen - Donkerblauw - Maat 36
",12.29,https://media.s-bol.com/Nxp4wyBKG5DK/550x824.jpg,"['valt klein uit. Ik had best een maat groter genomen als mijn normale maat.', 'Met dit onderhemd heb ik het niet meer zo gauw koud. Fijn onder een shirt of trui. Het zit comfortabel, het is heerlijk zacht en niet te dik. Ik ga er nog eentje kopen.', 'prima warmhoudshirtje voor een loopsessie op koude dagen', 'Bestel een maat groter. Ik bestelde voor mezelf maat 38 en voor mijn dochter (die kindermaat 164 draagt) een dames S. De shirts zijn erg smal gesneden en die van mij past net. Terwijl ik in andere kleding toch echt een 38 ben. Een thermoshirt moet niet los zitten, maar dit is wel erg krap.Verder lijken het prima shirts. We gaan ze komende week in de Alpen testen.', 'Zit goed, en warm prijs kwaliteit, top!', 'Zeer goed en het is iedereen aan te raden']",black
"
Hoogkwalitatieve Dames Thermo Shirt / Col Trui / Turtleneck Shirt | Warmte Trui / Warmhoudende Shirt | Zwart - M/L
",27.95,https://media.s-bol.com/BXorZMYY2zvN/wE4Q0m/550x733.jpg,[],black
"
ten Cate Thermo dames thermo t-shirt wit voor Dames | Maat M
",32.9,https://media.s-bol.com/7M6RXpDjN2RO/RrogW0/550x682.jpg,[],lavender
"
Craft Cool Seamless LS - Lange mouwen - Sportshirt - Heren - Zwart - Maat S/M
",19.99,https://media.s-bol.com/YZ7OgME91KrW/ZDgq72/550x611.jpg,[],darkslategray
"
Nike Park Dry First Layer Shirt Thermoshirt - Maat XXL  - Mannen - wit/grijs
",29.0,https://media.s-bol.com/YYQzJV7gEg9p/6z8NvO/550x754.jpg,"['In een van de reviews stond dat het artikel &#039;klein uitviel qua maat&#039; maar dat is niet zo. Mijn man heeft normaal maat L, maar vanwege het &#039;klein uitvallen&#039; had ik voor de zekerheid nu XL genomen, maar eigenlijk is het shirt nu (te) ruim. De maten vallen dus conform hun aanduiding!', 'Comfortabel', 'Te groot voor vrouwen. Heb de kleinste maat genomen en is nog steeds te groot voor mij. (Vrouw met normaal maat M)', 'fijne aankoop. met het zweten helpt het enorm. stinkt niet en zorgt dat je niet zo zeiknat bent', 'Zit heerlijk!!', 'Heerlijk shirt!']",whitesmoke
"
Campri Thermoshirt lange mouw - Sportshirt - Dames - Maat XS - Wit
",16.99,https://media.s-bol.com/mLKJwwLL3zE/550x791.jpg,"['ziet er mooi uit. zit erg lekker.snelle levering.', 'Goede pasvorm, goede prijs/kwaliteitverhouding, goede kwaliteit, ik ben enthousiast!', 'Houd warm en heeft goede pasvorm.', 'Valt niet heel groot, maar fijn thermoshirt om mee te sporten. Warm en neemt vocht op.', 'Goede kwaliteit', 'Ideaal voor lang te sporten of  in de winter bij koude']",lavender
"
Nike Park Dry First Layer Longsleeve Thermoshirt Mannen - Maat M
",23.0,https://media.s-bol.com/9rQA3GOyMPPz/550x788.jpg,"['In een van de reviews stond dat het artikel &#039;klein uitviel qua maat&#039; maar dat is niet zo. Mijn man heeft normaal maat L, maar vanwege het &#039;klein uitvallen&#039; had ik voor de zekerheid nu XL genomen, maar eigenlijk is het shirt nu (te) ruim. De maten vallen dus conform hun aanduiding!', 'Comfortabel', 'Te groot voor vrouwen. Heb de kleinste maat genomen en is nog steeds te groot voor mij. (Vrouw met normaal maat M)', 'fijne aankoop. met het zweten helpt het enorm. stinkt niet en zorgt dat je niet zo zeiknat bent', 'Zit heerlijk!!', 'Heerlijk shirt!']",greenyellow
"
Craft - maat M - COOL MESH SUPERLIGHT SL M Heren Sportshirt
",44.95,https://media.s-bol.com/D05KPMYB121x/475x840.jpg,[],lightgray
"
ODLO BL TOP crew neck l/s ACTIVE WARM 2 Pack Thermoshirt Vrouwen - Maat XXL
",30.0,https://media.s-bol.com/q8WAONYvX6Kr/oyVp8k/550x671.jpg,[],darkslategray
"
All Active Sportswear Shirt Windbreaker Essentials KM Black
",13.95,https://media.s-bol.com/4RoWL0W1Q71J/550x764.jpg,"['Het artikel werkt perfect je zweer dubbel zo hard in de fitness wat voor betere resultaten zorgt enkel als je het artikel gaat kopen staat erbij vermeld valt groot uit maar dat is niet zo integendeel het valt klein uit dus koop het in een maatje groter verder zeker aan te raden', 'zit lekker en comfortabel']",black
"
Thermisch shirt lang ronde hals | wit | L
",16.89,https://media.s-bol.com/mqDXOBD39w03/485x840.jpg,[],whitesmoke
"
ten Cate Thermo dames thermo singlet zwart voor Dames | Maat S
",29.9,https://media.s-bol.com/J1ZBQyV2po2K/kVZ5OX/473x840.jpg,"['Zachte stof, zit lekker. Goede kwaliteit', 'Hemdje blijft niet droog na het sporten, had ik wel verwacht.', 'Mooi hemdje. Goed materiaal. Zit heerlijk. Snelle bezorging.', 'Valt tegen, dure aankoop, want geeft de warmte van een normaal hemd. Terwijl er thermohemd in de omschrijving staat.']",black
"
All Active Sportswear Seamless Compression Broek Met Zeem
",19.95,https://media.s-bol.com/jqmA846MEJV5/550x814.jpg,[],black
"
Regatta - Thermoshirt - Yonder - Heren - Polyester - Navy - M
",31.5,https://media.s-bol.com/rgG0q8Qyv47w/Nxv3rY8/550x577.jpg,[],darkslategray
"
ten Cate Thermo kinderen thermo shirt wit voor Kinds | Maat 134/140
",12.0,https://media.s-bol.com/gy5026YjOGqk/v7ogXL/550x661.jpg,[],whitesmoke
"
Rogelli Core 2-pack - Ondershirt Met Korte Mouwen - Heren
",39.95,https://media.s-bol.com/50mlrRgkz0DX/oOq8RN/550x657.jpg,"['Draagt heerlijk', 'Ideaal zweetshirt als het iets kouder wordt (voor/najaar). Neemt goed zweet op waardoor je het niet koud krijgt. Perfecte pasvorm, lekker strak.', 'Dit is echt een topproduct', 'Super om aan te hebben onder je t-shirtje, neemt zweet heel goed op, makkelijk te wassen.']",gainsboro
"
Campri Thermoshirt lange mouw - Sportshirt - Dames - Maat M - Zwart
",16.99,https://media.s-bol.com/APOMgMD94O3O/550x788.jpg,"['ziet er mooi uit. zit erg lekker.snelle levering.', 'Goede pasvorm, goede prijs/kwaliteitverhouding, goede kwaliteit, ik ben enthousiast!', 'Houd warm en heeft goede pasvorm.', 'Valt niet heel groot, maar fijn thermoshirt om mee te sporten. Warm en neemt vocht op.', 'Goede kwaliteit', 'Ideaal voor lang te sporten of  in de winter bij koude']",black
"
ODLO - BL TOP Crew neck l/s ACTIVE WARM ECO  - Vrouwen - Thermoshirt - Grijs - L
",26.68,https://media.s-bol.com/x7M4MpxZmGQB/pQ02Lm2/550x669.jpg,"['Goed Odlo shirt, categorie warm en dat is ie ook! Heerlijke shirts.Goede en snelle levering ook.Gebruikelijke maat aanhouden en het zit goed.']",dimgray
"
AGU Everyday Thermoshirt Korte Mouw - Zwart - L/XL
",31.5,https://media.s-bol.com/qYMEkEr0q592/550x781.jpg,"['Fijn thermoshirt. Maat zoals het hoort. Mag in meer kleuren komen!', 'zit heerlijk comfortabel. shirt zit echt aansluitend maar is niet vervelend', 'Prijs versus kwaliteit super ! Pasvorm super']",black
"
Avento Shirt Base Layer Lange Mouw - Vrouwen - Zwart - Maat 40
",15.99,https://media.s-bol.com/mwGBz7WWpAlp/550x701.jpg,"['ik vreseijke kou-kleun  dit  ook lekker onder mijn gewone kledy als extra warmertje', 'De kol zit zo strak dat je deze amper over je hoofd aan krijgt. Ook gedurende de dag ervaar ik dit als onprettig']",black
"
ten Cate Thermo heren thermo shirt zwart voor Heren | Maat XL
",36.9,https://media.s-bol.com/jB218n3m9xkB/v7ooqM/550x699.jpg,"['Prima aankoop', 'valt iets kleiner dan vroeger', 'Fijn shirt, lange mouwen. Wel wat dun.']",darkslategray
"
All Active Sportswear Singlet Thermisch Black
",11.95,https://media.s-bol.com/BX4gJP3gLyJW/on03wB/483x840.jpg,[],black
"
Craft Cool Seamless SS - Sportshirt - Dames - Maat L - Wit
",22.0,https://media.s-bol.com/R2yVq0Ox1k0/550x756.jpg,[],silver
"
Hoogkwalitatieve Dames Thermo / Warmte Shirt | Blauw - M/L
",24.95,https://media.s-bol.com/7yBE3VLoEDry/YqNyE9/358x840.jpg,"['Het shirt is lekker zacht en warm, maar de mouwen zijn minimaal 5 cm te kort waardoor het toch niet voldoende helpt tegen de kou. Ook zijn de mouwen vrij wijd. Erg jammer.', 'Heeft goed warmte', 'Lekker warm maar na paar keer wassen een beetje uit vorm geraakt. Draag hem onder bloesjes en dan zie je dat niet gelukkig.4 sterren voor de warmte.', 'Precies wat ik zocht..zo kan de verwarming lager blijven..g', 'Is mooi en heerlijk zacht en warm op de huid.Helaas geen kleinere maat (36)']",black
"
Craft Active Intensity  Thermoshirt - Maat L  - Mannen - zwart/grijs
",40.46,https://media.s-bol.com/7yrN2WOw5w88/mXKGqr/550x825.jpg,"['voldoet aan alle eisen namelijk: warm , comfortabel en droog.', 'We kenden het craft merk natuurlijk al en dat bevalt altijd heel goed!', 'Een thermohemd moet voor warmte zorgen. Deze doet dit echt onvoldoende', 'OOK AANRADERS']",black
"
ten Cate Thermo dames thermo t-shirt met kant wit voor Dames | Maat S
",34.99,https://media.s-bol.com/qoj1ZQxVkrA2/G75ZQ0/550x678.jpg,['Twee pluspunten: goede pasvorm en goede kwaliteit.'],lavender
"
Thermisch shirt vrouw lang | zwart | XL
",15.49,https://media.s-bol.com/461KQgoZLYB2/406x840.jpg,['echt warm'],lavender
"
Core - Dry Active Comfort LS - Thermoshirt - Heren - M
",44.45,https://media.s-bol.com/xzXMgqn7mrmJ/BXMoDY/550x735.jpg,[],black
"
21Virages Zweethemd Mattia korte mouwen unisex wit-XL
",22.95,https://media.s-bol.com/q8mPD04xjJrR/OPKBXQ/550x806.jpg,[],gainsboro
"
Beeren dames Thermo shirt lange mouw 07-086 wit-M
",24.95,https://media.s-bol.com/BOjMAYzYno4x/71llQmB/550x742.jpg,"['Zeker kopen is een warme en goede kwaliteit thermohemd', 'zit lekker en warm uiteraard. Mooie pasvorm vanwege lage hals waardoor je hem ook onder je gewone kleding kan dragen', 'top product wat geheel aan de verwachtingen voldoet.', 'Zit comfortabel en heerlijk warm', 'Heerlijk warm, goede kwaliteit', 'Zo lekker warm, sluit goed om je lichaam en staat erg mooi.']",gainsboro
"
ten Cate Thermo kinderen thermo shirt wit voor Kinds | Maat 122/128
",12.0,https://media.s-bol.com/qoj1ZMGVOwYD/30222p/550x661.jpg,[],whitesmoke
"
Craft Core 2-Pack Baselayer Tops W - Black-Area
",39.99,https://media.s-bol.com/qLzW69BvykKy/1mZDj/550x619.jpg,[],cadetblue
"
Craft Thermoshirt lange mouw dames - Maat M
",44.95,https://media.s-bol.com/R5V8q3WP0G70/qY3O6lR/546x840.jpg,['Zit precies goed'],darkslategray
"
FALKE Warm Tight Fit Slim Fit Basislaag Top Met Korte Mouwen Sneldrogende thermo Ademend Thermo-Ondergoed Zwart Heren Underwear - T-shirt - Maat L
",43.9,https://media.s-bol.com/76yAvEEDozxj/550x776.jpg,"['De pluspunten van deze sportkleding vind ik: goede pasvorm, goede kwaliteitMaar wat ik jammer vind: duur', 'De pluspunten van deze sportkleding vind ik: mooie pasvorm, kleur komt overeen met afbeeldingMaar wat ik jammer vind: ik had verwacht dat het shirt warmer zat']",darkslategray
"
Rogelli Kite - Mouwloos Ondershirt - Heren
",21.95,https://media.s-bol.com/povzXMo9Glv6/oJLN6X/421x840.jpg,[],darkslategray
"
ten Cate heren thermo t-shirt wit voor Heren - Maat L
",33.9,https://media.s-bol.com/xyGg1l7ykK3z/o9QQYL/550x711.jpg,['Goede pasvorm'],lavender
"
Beeren dames thermo shirt korte mouw - M - Zwart
",23.34,https://media.s-bol.com/qoArj9G3J6o7/7wQQXQ/550x767.jpg,"['Het is precies zoals beschreven, het ventileert, je blijft lekker warm. Zalig , heb er ondertussen al drie.', 'Ziet er prima uit en lekker warm.', 'Mooie kwaliteit, goede pasvorm', 'lekker warm en goede pasvorm', 'heel fijn als onderkleding te dragen', 'helaas valt het shirt erg groot,maat S is mij nog te groot waardoor je de warmte niet goed vasthoud op je lichaam.']",black
"
Campri Thermoshirt korte mouw (2-Pack) - Sportshirt - Heren - Maat S - Zwart
",22.1,https://media.s-bol.com/3jkGVPDjEKOR/DRlLnJA/550x480.jpg,"['Alleen maar positief: goede pasvorm, goede prijs/kwaliteitverhouding en goede kwaliteit.']",black
"
Jako Turtleneck Comfort 2.0 Thermoshirt - Maat XL  - Mannen - zwart
",29.45,https://media.s-bol.com/qQRO0y21BoMD/550x642.jpg,"['Na een voorraadverschil, hebben ze alles in het werk gesteld om de artikelen zo snel mogelijk geleverd te krijgen. Echt een top service.', 'Goed zittende thermo.', 'Fijn thermoshirt, lekker warm. Alleen de kol wordt wijd bij het dragen.']",black
"
Thermisch shirt lang V-hals | wit | M
",16.89,https://media.s-bol.com/K8JE1MwYGnNz/511x840.jpg,[],whitesmoke
"
Avento Thermoshirt Korte Mouw - Vrouwen - Wit - Maat 38
",14.9,https://media.s-bol.com/qjDNBk04jKVy/550x812.jpg,"['valt klein uit. Ik had best een maat groter genomen als mijn normale maat.', 'Met dit onderhemd heb ik het niet meer zo gauw koud. Fijn onder een shirt of trui. Het zit comfortabel, het is heerlijk zacht en niet te dik. Ik ga er nog eentje kopen.', 'prima warmhoudshirtje voor een loopsessie op koude dagen', 'Bestel een maat groter. Ik bestelde voor mezelf maat 38 en voor mijn dochter (die kindermaat 164 draagt) een dames S. De shirts zijn erg smal gesneden en die van mij past net. Terwijl ik in andere kleding toch echt een 38 ben. Een thermoshirt moet niet los zitten, maar dit is wel erg krap.Verder lijken het prima shirts. We gaan ze komende week in de Alpen testen.', 'Zit goed, en warm prijs kwaliteit, top!', 'Zeer goed en het is iedereen aan te raden']",gainsboro
"
Craft Active Intensity Cn L/S Thermoshirt Dames - Maat XS
",49.95,https://media.s-bol.com/YQWMpgQzGKkM/gJQ4zj/550x550.jpg,"['Valt op maat! Mooie shirt, goede kwaliteit en pasvorm. Houd goed warm.', 'Voor de koudere dagen een prima hardloop thermoshirt. Valt klein dus kies een maatje groter. Mooi materiaal en lekker lang.']",darkslategray
"
FALKE Warm Longsleeved Shirt warmend anti zweet thermisch ondergoed Dames Thermokleding zwart - Maat M
",54.95,https://media.s-bol.com/rE3ONrwQ43zp/wpZgXX/550x786.jpg,"['Heel mooi afgewerkt, zit comfortabel, sluit goed aan. Ideale onderlaag om te skiën. Heeft warmte, en is niet té warm.', 'lekker warm.mooie kwaliteit.Nek sluit niet perfect aan.', 'Super kwaliteit zoals altijd bij Falke', 'mooie pasvorm, lekker warm, goede kwaliteit', 'Mooie pasvorm, kleur komt overeen met afbeelding, goede prijs/kwaliteitverhouding, ik ben enthousiast!']",darkslategray
"
Stanno Functional Thermoshirt Lange Mouw voor heren en dames - Maat L
",25.99,https://media.s-bol.com/j0YO6Qn3mNjR/mQDV3X0/550x748.jpg,"['Goede kwaliteit en pasvorm. En echt heerlijk warm bij koud weer.', 'Het zit fijn en houd je warm en je ziet er stoer uit als je het draagt', 'Ik ben positief over dit artikel: goede pasvorm, goede prijs/kwaliteitverhouding, goede kwaliteit.', 'Gewoon goed shirt.', 'Het shirt wie ik heb gekregen voldoet niet aan het shirt wie online staat. Plutosport heeft de verkeerde foto’s gebruikt op bol.com', 'Fijne pasvorm en materiaal']",gold
"
Avento Thermoshirt - Mannen - Zwart - Maat M
",17.99,https://media.s-bol.com/7nB2y3mRMQ0O/lOXgg9r/550x737.jpg,"['goede pasvorm', 'Geweldige pasvorm mooi lang voor en achterEcht een aanraderJe vormgeving komt er mooi in uit', 'zit lekker en is ook lekker warm ben veel buiten aan het werk dus dit helpt erg goed tegen de kou', 'Uitstekend product. Zowel voor warme dagen als voor koude. Neemt vocht goed op en geeft het niet af. Blijft mooi in model, ook na een aantal keer wassen (volgens voorschrift!).', 'Goede prijs voor een prima shirt met goede pasvorm.', 'Maatvoering komt niet overeen met gangbare maatvoering overige merken. Maat L gekocht, maar veel te klein t.o.v. andere gangbare merken. Is in vergelijking eerder M dan L']",black
"
Odlo Bl Top Crew Neck S/S Performance Light Heren Sportshirt - White - Maat M
",31.95,https://media.s-bol.com/j5nGEPYAW6nR/k8n3oBX/550x613.jpg,[],whitesmoke
"
Odlo Bl Top Crew Neck L/S Performance Light Heren Thermoshirt - Black - Maat M
",45.0,https://media.s-bol.com/qxyw4LrVKlAG/NL243vm/550x613.jpg,"['Positief aan deze sportkleding vind ik: goede prijs/kwaliteitverhouding, goede kwaliteitWat me tegenviel: valt te groot, goed kwalitiet']",black
"
WiseGoods Luxe Thermoshirt Dames - Thermo Kleding Shirt - Shirts - Tshirt - T-Shirt - T-Shirts - Winter - Thermokleding - Zwart L
",24.95,https://media.s-bol.com/yADrEJ057G46/g6zgX3/550x550.jpg,[],black
"
Tricorp Thermo-Shirt 602002 Zwart - Maat XXL
",28.99,https://media.s-bol.com/NP21nmmGmQm/550x688.jpg,"['VOELT EN ZIT ZALIG', 'Het shirt is zeer soepel,het zit als een 2de huid op je lichaam,lekker warm,en even op de hand door een sopje,uitdrukken in een handdoek,en is bijna droog.Het shirt zweet totaal niet,geen spijt van deze aankoop.', 'Word er niet koud in, ondanks als deze nat is en word snel droog. Geen last van alergische reacties ondanks gevoelige huid. Past goed en krult niet op.', 'Doet wat het moet doen. Prima prijs.', 'Het is niet echt lekker warm', 'echt prettig te dragen lekker dun en toch warm']",black
"
Craft Pro Active  - Sportshirt - Mannen - Maat XXL - Wit
",39.95,https://media.s-bol.com/4pgm4lJGJ76/550x706.jpg,"['Ik vind hem heerlijk zitten, lekker warm.']",lightgray
"
Heatkeeper Thermo shirt dames - Lange mouw - Antraciet - S - Antracite
",16.94,https://media.s-bol.com/qMQYLR61yw07/gMD8Pk/550x725.jpg,[],darkslategray
"
AGU Winterday Thermoshirt Lange Mouw Merino Wol - Zwart - L/XL
",60.0,https://media.s-bol.com/3QLRR0ONNMAR/550x550.jpg,[],gray
"
Craft active extreme 2.0 cn ss w - Sportshirt - Dames - Black - XS
",35.53,https://media.s-bol.com/7nOkG9WK59x8/48qlMzV/550x794.jpg,"['Beetje strakke pasvorm maar zit verder heerlijk', 'Ik ben zeer tevreden over deze sportkleding. Wat ik vooral goed vind: Mooie pasvorm, Kleur komt overeen met afbeelding, Goede prijs/kwaliteitverhouding', 'Fijn shirt, goede pasvorm']",black
"
Campri Thermoshirt lange mouw - Sportshirt - Heren - Maat S - Zwart
",16.99,https://media.s-bol.com/qYNrOMwOJkq0/550x667.jpg,"['ziet er goed uit', 'Sluit mooi aan', 'Goede pasvorm, lengte is prima, blijft mooi in de was,', 'Perfect', 'Prima kwaliteit en zit als gegoten.', 'Goeie kwaliteit en zit als gegoten.']",black
"
21Virages Zweethemd BRUNO mouwloos wit-XL
",18.95,https://media.s-bol.com/mXgBog9NKGJA/8MVnj3/550x813.jpg,[],gainsboro
"
Icebreaker BF 260 Tech LS Crewe - Heren - Thermoshirt - Zwart
",91.49,https://media.s-bol.com/V73L2lQZxPQM/550x636.jpg,[],black
"
Beeren Thermo Unisex Shirt Col Lange Mouw Marine XXL
",23.8,https://media.s-bol.com/Yrxl6VDGXBmA/ANv19nB/550x791.jpg,[],darkslategray
"
Odlo Tank Run Easy Linencool GRIJS - Maat L
",31.5,https://media.s-bol.com/PY8GqWQxG2x4/460x840.jpg,[],darkgray
"
Nike Park Dry First Layer Longsleeve  Thermoshirt - Maat M  - Mannen - groen/wit
",20.0,https://media.s-bol.com/mZZKzzp6O0Mp/550x787.jpg,"['In een van de reviews stond dat het artikel &#039;klein uitviel qua maat&#039; maar dat is niet zo. Mijn man heeft normaal maat L, maar vanwege het &#039;klein uitvallen&#039; had ik voor de zekerheid nu XL genomen, maar eigenlijk is het shirt nu (te) ruim. De maten vallen dus conform hun aanduiding!', 'Comfortabel', 'Te groot voor vrouwen. Heb de kleinste maat genomen en is nog steeds te groot voor mij. (Vrouw met normaal maat M)', 'fijne aankoop. met het zweten helpt het enorm. stinkt niet en zorgt dat je niet zo zeiknat bent', 'Zit heerlijk!!', 'Heerlijk shirt!']",darkslategray
"
Craft Active Extreme X Thermoshirt Mannen - Maat L
",37.48,https://media.s-bol.com/m01oA4Q70zEO/YZBGk0/522x840.jpg,[],darkcyan
"
BBB Cycling Meshlayer Ondershirt Mouwloos - Onderkleding Wielrennen - Zonder Mouwen - Wit - Maat XS/S - BUW-10
",36.74,https://media.s-bol.com/qLOLl0Kr7OzD/ERXxml/435x840.jpg,['Erg fijn shirt. Goede pasvorm en heerlijk tijdens t fietsen. Top ding!'],linen
"
RJ Bodywear - Dames Thermo T-shirt Grijs - M
",21.25,https://media.s-bol.com/JZzJ67WXVkkv/550x625.jpg,"['goede kwaliteit, zit lekker, maat klopt', 'Hetzelfde als bij de grijze uitvoering', 'zit heerlijk, draag het ook onder truien met een lage hals.']",silver
"
Nike Dry Park First Layer Longsleeve Thermoshirt Unisex - Maat 146 M-140/152
",21.0,https://media.s-bol.com/qGJVPPNxO6r/550x787.jpg,"['Goede maat, mooie kleur, snel geleverd', 'Voor buiten sport komt dit goed van pas vooral met deze donkere dagen', 'Tijdens buitensport geen last meer van lage temperaturen', 'Geen last meer van koud', 'Goede prijs/kwaliteitverhouding, dat is wat ik er goed aan vind.', 'Ik had niet gezien dat dit de kindershirts zijn, is niet erg duidelijk....']",darkslategray
"
Beeren Thermo Unisex Shirt Col Lange Mouw Zwart XL
",25.0,https://media.s-bol.com/Rkn8NAOxN7qz/MwL113R/550x791.jpg,[],black
"
Stanno Core Baselayer Long Sleeve Shirt - Maat XL
",25.75,https://media.s-bol.com/ykvxQR0moKBg/DQXj25/550x807.jpg,[],lavender
"
Beeren dames Thermo shirt korte mouw 07-085 wit-L
",19.53,https://media.s-bol.com/3yWVQNr7BQq9/550x768.jpg,"['Het is precies zoals beschreven, het ventileert, je blijft lekker warm. Zalig , heb er ondertussen al drie.', 'Ziet er prima uit en lekker warm.', 'Mooie kwaliteit, goede pasvorm', 'lekker warm en goede pasvorm', 'heel fijn als onderkleding te dragen', 'helaas valt het shirt erg groot,maat S is mij nog te groot waardoor je de warmte niet goed vasthoud op je lichaam.']",gainsboro
"
Avento Thermoshirt Kinderen - 2-Pack - Zwart - Maat 164
",23.0,https://media.s-bol.com/3BQPV7qMG1Q/550x599.jpg,[],darkslategray
"
Craft Core Warm Baselayer LS Tee Dames
",11.67,https://media.s-bol.com/q88K8nAqVkq0/GRxBoJ/550x756.jpg,[],darkslategray
"
Thermisch shirt vrouw kort | zwart | S
",13.99,https://media.s-bol.com/Y71XW4AP6El0/429x840.jpg,['Mooie kwaliteit maar valt wat kleiner.'],lavender
"
Embrator mannen Longsleeve donkerblauw maat XL
",19.95,https://media.s-bol.com/RKyXmOnyzk70/9Y0mR3/550x682.jpg,"['Mooi zittend shirt, maar geen thermo, voelt niet warm en staat ook niet op de verpakking.']",darkslategray
"
Brunotti Arina Women Thermotop - Pine Green - M
",41.95,https://media.s-bol.com/oJ5y1KjGny7Y/M1Y08Q/550x676.jpg,[],black
"
ODLO BL TOP crew neck l/s ACTIVE WARM Thermoshirt Vrouwen - Maat XL
",46.62,https://media.s-bol.com/NKR5mo5zQnBm/B9ozN2/550x706.jpg,[],brown
"
AGU Everyday Thermoshirt Mouwloos - Zwart - L/XL
",30.0,https://media.s-bol.com/591vzvEj358v/383x840.jpg,"['Goede pasvorm, goede prijs/kwaliteitverhouding, goede kwaliteit, ik ben enthousiast!', 'Fijn shirt en valt normaal', 'Zit heel prettig en houdt je ook warm in een herfstrit. Na de rit haast niet vochtig van zweet, dus droogt ook snel.']",black
"
ten Cate Thermo heren thermo v-shirt zwart voor Heren | Maat L
",32.9,https://media.s-bol.com/qoj1ZVEVoBX0/302l7n/550x670.jpg,['Zeer duurzaam en blijft mooi'],black
"
Stanno Functional Thermoshirt Lange Mouw voor heren en dames - Maat XL/XXL
",23.9,https://media.s-bol.com/5R71KnWqPp6B/nrErzOP/550x779.jpg,"['Goede kwaliteit en pasvorm. En echt heerlijk warm bij koud weer.', 'Het zit fijn en houd je warm en je ziet er stoer uit als je het draagt', 'Ik ben positief over dit artikel: goede pasvorm, goede prijs/kwaliteitverhouding, goede kwaliteit.', 'Gewoon goed shirt.', 'Het shirt wie ik heb gekregen voldoet niet aan het shirt wie online staat. Plutosport heeft de verkeerde foto’s gebruikt op bol.com', 'Fijne pasvorm en materiaal']",steelblue
"
Craft Active Intensity  Thermoshirt - Maat XL  - Mannen - zwart/grijs
",43.2,https://media.s-bol.com/gJXoMLyqWvok/550x697.jpg,[],darkslategray
